title,author,average_rating,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publisher,year
Stopping by Woods on a Snowy Evening,Robert Frost,4.4,9780525467342,eng,32.0,9205,322,Dutton Children's Books,2001
Whiteout,Ken Follett,3.58,9781405052719,eng,4.0,13,1,MacMillan Audio,2006
Dreamland (Dreamland  #1),Dale Brown,3.9,9780007109661,eng,375.0,1313,28,HarperCollins Publishers Ltd,2001
The Nuclear Age,Tim O'Brien,3.45,9780140259100,eng,320.0,945,61,Penguin Books,1996
Arrowsmith / Elmer Gantry / Dodsworth,Sinclair Lewis,3.9,9781931082082,en-US,1346.0,58,11,Library of America,2002
The MacGregors: Alan & Grant (The MacGregors  #3-4),Nora Roberts,4.11,9780373285235,eng,458.0,9423,90,Mira,2006
Deck the Halls,Mary Higgins Clark,3.61,9780743418133,eng,292.0,7116,276,Pocket Books,2001
Mansfield Park,Jane Austen,3.86,9780755331475,eng,454.0,142,18,Headline,2006
Playing Easy to Get (B.A.D. Agency #1.5; Vikings Underground #3; Immortals After Dark #1),Sherrilyn Kenyon,4.13,9781416510871,eng,352.0,12509,340,Gallery Books,2006
Going to Pieces Without Falling Apart: A Buddhist Perspective on Wholeness,Mark Epstein,3.9,9780767902359,eng,200.0,4473,228,Harmony,1999
Clock of the Long Now: Time and Responsibility: The Ideas Behind the World's Slowest Computer,Stewart Brand,4.1,9780465007806,eng,208.0,526,63,Basic Books,2000
The Last Days,Raymond Queneau,3.8,9781564781406,eng,250.0,189,17,Dalkey Archive Press,1996
Their Sisters' Keepers: Women's Prison Reform in America  1830-1930,Estelle B. Freedman,4.27,9780472080526,eng,272.0,22,2,University of Michigan Press,1984
Exile's Honor (Heralds of Valdemar  #6),Mercedes Lackey,4.2,9780756401139,en-US,431.0,10429,158,Daw Books,2003
Bleach  Volume 16,Tite Kubo,4.34,9781421506142,eng,208.0,5763,75,VIZ Media LLC,2006
What Life Was Like In the Age of Chivalry: Medieval Europe  AD 800-1500 (What Life Was Like),Denise Dersin,3.77,9780783554518,eng,168.0,126,12,Time Life Medical,1999
Mother's Milk,Edward St. Aubyn,3.76,9781890447427,en-US,240.0,53,7,Grove Press  Open City Books,2006
The Summer House,Jean Stone,3.89,9780553580839,eng,352.0,128,6,Bantam,2000
The Turn of the Screw,Henry James,3.43,9780312406912,eng,386.0,616,77,Bedford Books,2003
Tramps Like Us  Volume 12,Yayoi Ogawa,4.37,9781598161991,en-US,179.0,497,9,TokyoPop,2007
Berlin Blues,Sven Regener,3.87,9780099449232,eng,247.0,186,24,Vintage,2004
Memoirs of a Geisha,Arthur Golden,4.11,9780099771517,eng,497.0,4189,462,Vintage,1998
Dragon Quest VIII: Journey of the Cursed King Official Strategy Guide,Dan Birlew,4.14,9780744005837,eng,240.0,35,0,BradyGames,2005
Goth-Icky: A Macabre Menagerie of Morbid Monstrosities,Michael J. Nelson,3.65,9780810957893,eng,176.0,147,11,Harry N. Abrams,2005
The Presocratics,Philip Ellis Wheelwright,4.04,9780024266408,en-US,352.0,201,12,Prentice Hall,1966
Even Cowgirls Get the Blues,Tom Robbins,3.76,9781842430248,eng,366.0,44664,1483,No Exit Press,2001
Museum of Terror  Vol. 2: Tomie 2,Junji Ito,4.11,9781593076122,eng,376.0,911,33,Dark Horse Manga,2006
When Broken Glass Floats: Growing Up Under the Khmer Rouge,Chanrithy Him,4.14,9780393322101,eng,336.0,3534,320,W. W. Norton  Company,2001
The Full Matilda,David Haynes,4.0,9780767915694,eng,384.0,46,5,Broadway Books,2004
Lucy Sullivan Is Getting Married,Marian Keyes,3.77,9780060090371,en-US,640.0,43077,690,William Morrow Paperbacks,2007
Our Endangered Values: America's Moral Crisis,Jimmy Carter,3.88,9780743285018,eng,224.0,3193,236,Simon  Schuster,2006
Sing Down the Moon,Scott O'Dell,3.74,9780440979753,eng,124.0,6548,356,Laurel Leaf Library,1997
The Death of Ivan Ilych & Other Stories,Leo Tolstoy,4.11,9781593080693,eng,400.0,263,37,Barnes  Noble Classics,2003
The Power of Infinite Love & Gratitude: An Evolutionary Journey to Awakening Your Spirit,Darren R. Weissman,4.11,9781401917173,eng,298.0,62,14,Hay House,2007
The Long Hard Road Out of Hell,Marilyn Manson,3.89,9780060987466,eng,275.0,22293,1141,It Books,1999
The Real Rule of Four: The Unauthorized Guide to the New York Times #1 Bestseller,Joscelyn Godwin,3.46,9781932857085,eng,208.0,88,5,Disinformation Books,2005
El azul de la virgen,Tracy Chevalier,3.66,9788466313599,spa,411.0,50,5,Punto de Lectura,2004
The Crack-Up,F. Scott Fitzgerald,3.92,9780811212472,eng,347.0,2477,133,New Directions Publishing Corporation,2003
Frankenstein,Mary Wollstonecraft Shelley,3.79,9780743255783,en-US,448.0,20,6,Kaplan Publishing,2004
John Adams,David McCullough,4.06,9780743223133,eng,751.0,282649,5325,Simon & Schuster Paperbacks,2001
How the García Girls Lost Their Accents,Julia Alvarez,3.63,9780452287075,eng,304.0,18032,1144,Plume,2005
Heretics of Dune (Dune Chronicles  #5),Frank Herbert,3.86,9780399128981,eng,480.0,272,20,Putnam,1984
1000 Rings: Inspiring Adornments for the Hand,Marthe Le Van,4.23,9781579905088,eng,416.0,82,9,Lark Books,2004
The Awakening (Vampire Huntress  #2),L.A. Banks,4.0,9780312987022,eng,300.0,3173,133,St. Martin's Paperbacks,2004
A Farewell to Arms,Ernest Hemingway,3.8,9780743564373,eng,8.0,290,65,Simon  Schuster Audio,2006
Bleach  Volume 12,Tite Kubo,4.36,9781421504032,eng,208.0,8948,86,VIZ Media LLC,2006
The Essential Kierkegaard,Søren Kierkegaard,4.2,9780691019406,eng,524.0,1807,44,Princeton University Press,2000
Birthday (Ring  #4),Kōji Suzuki,3.67,9781932234299,eng,216.0,866,37,Vertical,2006
Rouse Up  O Young Men of the New Age!,Kenzaburō Ōe,3.69,9781843540786,eng,272.0,282,25,Atlantic Books,2003
Little Miss Lucky,Roger Hargreaves,3.82,9780843175042,eng,32.0,291,21,Price Stern Sloan,1999
Father Hunger: Fathers  Daughters & Food,Margo Maine,3.57,9780936077093,eng,254.0,56,5,Gurze Books,2003
The Complete Sherlock Holmes  Volume I,Arthur Conan Doyle,4.49,9781593080341,eng,709.0,26794,278,Barnes  Noble Classics,2003
Magical Creatures (Easy To Read! Easy To Draw!),Joan Holub,3.0,9780843104363,eng,48.0,1,0,Price Stern Sloan,2003
Sailor Moo: Cow at Sea,Lisa Wheeler,4.07,9780689842191,eng,32.0,161,41,Atheneum,2002
Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2),Laura Ingalls Wilder,3.92,9781400307852,eng,116.0,94,10,Tommy Nelson,2006
Kafka on the Shore,Haruki Murakami,4.14,9781400043668,en-US,436.0,1989,315,Knopf Publishing Group,2005
Thin Air (Spenser  #22),Robert B. Parker,3.9,9780425152904,en-US,320.0,4055,141,G.P. Putnam's Sons,1996
The Power of One (The Power of One  #1),Bryce Courtenay,4.35,9780385732543,eng,291.0,45,13,Delacorte Books for Young Readers,2005
What Life Was Like Amid Splendor and Intrigue: Byzantine Empire  AD 330-1453,Ellen Anker,3.68,9780783554570,eng,144.0,49,2,Time Life Medical,1999
The Letters of Virginia Woolf: Volume Four  1929-1931,Virginia Woolf,4.41,9780156508841,en-US,480.0,106,2,Mariner Books,1981
The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do Before It's Too Late,Thom Hartmann,4.23,9781400051571,en-US,400.0,1392,136,Broadway Books,2004
American Tragedy: Kennedy  Johnson  and the Origins of the Vietnam War,David E. Kaiser,3.51,9780674006720,eng,576.0,30,3,Belknap Press,2002
Everything Bad is Good for You,Steven Johnson,3.5,9781594481949,en-US,254.0,4027,463,Riverhead Books,2006
Infections and Inequalities: The Modern Plagues,Paul Farmer,4.09,9780520229136,eng,424.0,2534,80,University of California Press,2001
Utopia,Thomas More,3.53,9780300084290,eng,200.0,438,45,Yale University Press,2001
Touchy Subjects,Emma Donoghue,3.49,9780156032612,eng,288.0,14,2,Mariner Books,2007
The Armies of the Night: History as a Novel  the Novel as History,Norman Mailer,3.66,9780452272798,eng,304.0,2500,188,Plume Books,1995
Macbeth,William Shakespeare,3.9,9780393977868,eng,416.0,739,30,W. W. Norton & Company,2003
The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb,3.4,9780446579780,en-US,211.0,213,26,Business Plus,2006
Pusteblume,Marian Keyes,3.81,9783453189348,ger,560.0,59,0,Heyne,2001
The Art of Happiness,Dalai Lama XIV,4.16,9781573221115,eng,336.0,80161,2036,Riverhead Hardcover,1998
Jack of Fables  Vol. 1: The (Nearly) Great Escape,Bill Willingham,3.58,9781401212223,eng,128.0,4372,271,Vertigo,2007
Notes from Underground & A Confession (Everyman's Library),A.D.P. Briggs,3.76,9780460874489,eng,256.0,17,1,Everymans Library,1994
Marabou Stork Nightmares,Irvine Welsh,3.86,9780393315639,eng,288.0,8726,267,W. W. Norton  Company,1997
My Secret: A PostSecret Book,Frank Warren,4.34,9780061196683,en-GB,144.0,5874,281,William Morrow,2006
Persuasion,Jane Austen,4.14,9780141439686,eng,325.0,5236,544,Penguin Classics,2003
A Woman of Substance (Emma Harte Saga #1),Barbara Taylor Bradford,4.18,9780312353261,eng,928.0,34366,573,Griffin,2005
Baltasar and Blimunda,José Saramago,3.92,9780156005203,eng,346.0,6184,284,Mariner Books,1998
Gossip Girl (Gossip Girl  #1),Cecily von Ziegesar,3.52,9780316910330,eng,224.0,54400,2271,Little  Brown and Company,2002
The Basic Bakunin,Mikhail Bakunin,3.77,9780879757458,eng,248.0,100,3,Prometheus Books,1992
Ariel: The Restored Edition,Sylvia Plath,4.27,9780060732608,eng,256.0,3737,283,Harper Perennial Modern Classics,2018
Power: Die 48 Gesetze Der Macht,Robert Greene,4.18,9783423362481,ger,536.0,39,4,Deutscher Taschenbuch Verlag,2001
Ghost Ship: A Cape Cod Story,Mary Higgins Clark,3.73,9781416935148,eng,32.0,353,38,Simon  Schuster,2007
A Song Of Stone,Iain Banks,3.17,9780316640169,eng,280.0,78,10,Little Brown,2009
Jill the Reckless,P.G. Wodehouse,4.02,9781585676606,eng,290.0,666,82,Harry N. Abrams,2005
Sweet Rosie O'Grady,Joan Jonker,4.48,9780747253747,eng,416.0,128,8,Headline,1997
In the Shadow of the Warlock Lord (The Sword of Shannara  #1),Terry Brooks,4.06,9780345461469,eng,240.0,6139,22,Del Rey,2009
Ulysses S. Grant,Josiah Bunting,3.89,9780805069495,eng,208.0,445,40,Times Books,2004
Mixed Doubles,Jill Mansell,3.71,9780747257356,en-GB,416.0,2087,82,Headline Review,1998
Basic Writings of Nietzsche,Friedrich Nietzsche,4.11,9780679783398,eng,862.0,3227,76,Random House  Inc.,2001
Lioness Rampant (Song of the Lioness  #4),Tamora Pierce,4.28,9780689878572,en-US,384.0,72386,1230,Simon Pulse,2005
Exzession (Culture  #5),Iain M. Banks,4.21,9783453196797,ger,655.0,24,2,Heyne,2002
Batman: Gothic,Grant Morrison,3.79,9781563890284,eng,128.0,4294,123,DC Comics,1998
The Art of Controversy (The Essays of Arthur Schopenhauer),Thomas Bailey Saunders,3.85,9781419161308,eng,76.0,17,3,Kessinger Publishing,2004
Under Orders (Sid Halley  #4),Dick Francis,3.87,9780399154003,eng,308.0,4119,252,Putnam Publishing Group,2006
The Return of the King (The Lord of the Rings  #3),J.R.R. Tolkien,4.53,9780007171996,eng,554.0,265,5,HarperCollins Publishers Ltd,2003
Noches de tormenta,Nicholas Sparks,3.84,9788496544147,spa,190.0,22,5,Roca Editorial,2006
The Fourth of July Story,Alice Dalgliesh,4.03,9780689718762,eng,32.0,261,19,Aladdin,1995
Blood on the Moon (Lloyd Hopkins  #1),James Ellroy,3.44,9781400095285,eng,272.0,1612,100,Vintage,2005
The Last Temptation (Tony Hill & Carol Jordan  #3),Val McDermid,4.01,9780312936914,eng,496.0,4991,271,St. Martin's Paperbacks,2005
Dante's Inferno,Dante Alighieri,4.0,9780253209306,eng,432.0,43,6,Indiana University Press,1995
Mr. Mulliner Speaking,P.G. Wodehouse,4.01,9781841591384,en-US,232.0,1497,48,Everyman Library ,2005
Yakitate!! Japan  Volume 7,Takashi Hashiguchi,3.98,9781421509242,eng,185.0,239,5,VIZ Media LLC,2007
Kinfolk,Pearl S. Buck,4.19,9781559211567,eng,408.0,496,41,Moyer Bell and its subsidiaries,2004
Motel Blues,Bill Bryson,3.83,9782228897358,,399.0,17,3,Payot,2003
1776,David McCullough,4.07,9780743226721,eng,386.0,166916,6243,Simon  Schuster,2006
An Evening of Long Goodbyes,Paul Murray,3.6,9780812970401,eng,448.0,983,130,Random House Trade Paperbacks,2005
On Beyond Zebra!,Dr. Seuss,4.04,9780394800844,eng,64.0,2815,164,Random House Books for Young Readers,1955
The Vanished Man (Lincoln Rhyme  #5),Jeffery Deaver,4.1,9780743437813,en-US,560.0,15135,584,Pocket Books,2004
When I Feel Angry,Nancy Cote,3.98,9780807588970,eng,24.0,113,4,Albert Whitman  Company,2000
The Meaning of Life,Terry Eagleton,3.5,9780199210701,en-GB,187.0,755,94,Oxford University Press  USA,2007
New X-Men  Volume 1: E Is for Extinction,Grant Morrison,4.06,9780785108115,eng,144.0,7602,135,Marvel,2006
In Search of Duende,Federico García Lorca,4.3,9780811213769,eng,99.0,616,36,New Directions,1998
Herbert the Timid Dragon,Mercer Mayer,4.62,9780307114631,eng,48.0,23,4,Western Publishing Company  Golden Books,1991
The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,9780060554736,en-US,464.0,20529,1592,It Books,2005
Chicago Stories: Tales of the City,John  Miller,3.6,9780811839747,eng,224.0,49,9,Chronicle Books,2003
Evermore,James Robert Smith,3.31,9780870541858,eng,237.0,16,3,Arkham House Publishers,2006
Krakatoa: The Day the World Exploded: August 27  1883,Simon Winchester,3.87,9780060838591,eng,464.0,15680,1074,Harper Perennial,2005
My Life in France,Julia Child,4.17,9781400043460,eng,336.0,69153,6152,Knopf Publishing Group,2006
What Life Was Like at the Rebirth of Genius: Renaissance Italy  AD 1400-1550 (What Life Was Like),Richard Stapleford,4.0,9780783554617,eng,168.0,41,3,Time Life Medical,1999
The History,Herodotus,3.99,9780226327709,en-US,710.0,36,6,University of Chicago Press,1987
The Brooklyn Follies,Paul Auster,3.84,9780312426231,eng,306.0,17977,1157,Picador,2006
Das Zauberer-Handbuch - Die Magische Welt der Joanne K. Rowling von A bis Z,Allan Zola Kronzek,4.04,9783442451531,ger,304.0,39,1,Goldmann,2001
The Pizza Monster (Olivia Sharp  Agent for Secrets #1),Marjorie Weinman Sharmat,3.54,9780440420590,eng,80.0,56,7,Yearling,2005
Hannibal Crosses the Alps: The Invasion of Italy & the Second Punic War,John Prevas,3.83,9780306810701,en-US,256.0,91,11,Da Capo Press,2001
The Adventures of Baron Munchausen: The Illustrated Screenplay,Terry Gilliam,3.52,9781557830418,eng,238.0,11,0,Rowman & Littlefield Publishers,1989
Utopia,Thomas More,3.53,9780140449105,eng,135.0,45460,1731,Penguin Classics,2003
The Rediscovery of Man,Cordwainer Smith,4.14,9781857988192,eng,368.0,2396,98,Gollancz,1999
The Once and Future King (The Once and Future King  #1-4),T.H. White,4.07,9780441627400,eng,639.0,85082,2921,Ace,1987
A Little Princess,Frances Hodgson Burnett,4.2,9780142437018,eng,242.0,238192,4392,Penguin Books,2002
The Body in the Lighthouse,Katherine Hall Page,3.68,9780380813865,en-US,352.0,434,28,Avon,2004
The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge,3.94,9780486272665,eng,76.0,3058,78,Dover Publications,1992
Seamus Heaney,Helen Vendler,4.07,9780674002050,eng,208.0,61,10,Harvard University Press,2000
Dracula,Bram Stoker,3.99,9780744586534,eng,336.0,73,8,Walker Books Ltd,2004
CliffsNotes on Tolstoy's Anna Karenina,Marianne Sturman,3.85,9780822001836,eng,80.0,16,3,Cliffs Notes,1965
Freedom Evolves,Daniel C. Dennett,3.83,9780142003848,eng,368.0,2324,88,Penguin,2004
The Ice Storm,Rick Moody,3.66,9780316706001,eng,288.0,4592,334,Back Bay Books,2002
True Story,Bill Maher,3.11,9780743291354,en-US,304.0,199,28,Simon  Schuster,2005
Skeleton Coast (Oregon Files  #4),Clive Cussler,4.12,9780425211892,eng,373.0,7591,210,Berkley,2006
Tsubasa: RESERVoir CHRoNiCLE  Vol. 11,CLAMP,4.28,9780345485281,eng,183.0,2728,35,Del Rey,2006
No Name,Wilkie Collins,3.92,9780192833884,eng,748.0,7174,297,Oxford University Press,1998
Their Eyes Were Watching God,Zora Neale Hurston,3.91,9780060776534,en-US,7.0,421,99,Caedmon,2004
A Tale of Two Cities,Charles Dickens,3.84,9780743487603,eng,496.0,131,28,Simon  Schuster,2004
Owlknight (Owl Mage Trilogy  #3),Mercedes Lackey,3.98,9780886779160,eng,450.0,8045,98,DAW,2000
Sixty Days and Counting (Science in the Capital  #3),Kim Stanley Robinson,3.66,9780553803136,eng,388.0,1642,136,Bantam Doubleday Dell Publishing Group,2007
Willem de Kooning: Late Paintings,Julie Sylvester,5.0,9783829602266,eng,83.0,1,0,Schirmer Mosel,2006
Early Candlelight,Maud Hart Lovelace,3.69,9780873512695,eng,342.0,184,30,Minnesota Historical Society Press,1992
Planet of the Apes: Colony,William T. Quick,3.62,9780060086213,eng,288.0,24,1,HarperEntertainment,2003
Brave New World,Aldous Huxley,3.99,9780060850524,eng,259.0,13353,1286,HarperCollins,2006
Emma,Jane Austen,4.0,9781587263965,en-US,424.0,83,6,Ann Arbor Media,2006
Augustine of Hippo: A Biography,Peter R.L. Brown,4.27,9780520227576,en-US,576.0,1643,97,University of California Press,2000
Posing for Portrait Photography: A Head-To-Toe Guide,Jeff   Smith,3.38,9781584281344,eng,124.0,51,0,Amherst Media,2004
Star Wars: The Complete Visual Dictionary,James Luceno,4.33,9780756622381,eng,272.0,1094,40,DK Children,2006
Candide and Other Stories (World's Classics),Voltaire,3.94,9780192807267,en-US,301.0,3368,101,Oxford University Press,2006
Stranger In A Strange Land,Robert A. Heinlein,3.92,9780340837955,eng,672.0,561,48,Hodder & Stoughton,2005
The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell,4.25,9780792734758,en-GB,13.0,48,19,Audiogo,2005
Ralph Ellison: A Biography,Arnold Rampersad,4.15,9780375408274,eng,657.0,182,24,Knopf Publishing Group,2007
The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science  Cities  and the Modern World,Steven Johnson,3.9,9781594489259,eng,299.0,32723,2855,Riverhead Books,2006
The Matrix and Philosophy: Welcome to the Desert of the Real,William Irwin,3.91,9780812695021,eng,280.0,1947,71,Open Court,2002
The Complete Poems,D.H. Lawrence,4.01,9780140186574,eng,1088.0,62,3,Penguin Classics,1994
Treasure Box,Orson Scott Card,3.33,9780061093982,eng,384.0,3646,189,Harper,1997
The High Window (Philip Marlowe  #3),Raymond Chandler,4.08,9780394758268,eng,265.0,13233,570,Vintage Crime,1992
The Changeling (Daughters of England  #15),Philippa Carr,3.98,9780449146972,eng,369.0,345,12,Ivy Books,1990
Winter's Tales,Isak Dinesen,3.9,9780679743347,eng,320.0,1464,100,Vintage,1993
Practical Magic (Practical Magic #1),Alice Hoffman,3.78,9780425190371,eng,286.0,54261,4232,Penguin,2003
Animal  Vegetable  Miracle: A Year of Food Life,Barbara Kingsolver,4.04,9780060852559,eng,370.0,86290,9497,HarperCollins Publishers,2007
Teach Us  Amelia Bedelia,Peggy Parish,4.21,9780060511142,eng,64.0,3134,98,Greenwillow Books,2004
The Grass Harp  Including A Tree of Night and Other Stories,Truman Capote,4.01,9780679745570,eng,272.0,4533,188,Vintage,1993
Septem Quae Supersunt Tragoediae,Aeschylus,4.1,9780198145707,grc,352.0,6,0,Clarendon Press,1973
On the Origin of Species by Means of Natural Selection,Charles Darwin,3.98,9780486450063,eng,321.0,185,14,Dover Publications,2006
Power  Faith  and Fantasy: America in the Middle East 1776 to the Present,Michael B. Oren,3.98,9780393058260,eng,832.0,1510,216,W. W. Norton  Company,2007
Bono: In Conversation with Michka Assayas,Michka Assayas,3.95,9781573223096,en-US,336.0,1490,137,Riverhead Hardcover,2005
Fables & Reflections (The Sandman  #6),Neil Gaiman,4.45,9781563891069,eng,263.0,40736,776,DC Comics,1999
iMovie 4 & iDVD: The Missing Manual: The Missing Manual,David Pogue,3.25,9780596006938,eng,496.0,4,0,Pogue Press,2004
The Poetry of Sylvia Plath,Claire Brennan,4.25,9780231124270,eng,202.0,27,0,Columbia University Press,2001
The Complete Fiction of Nella Larsen: Passing  Quicksand  and the Stories,Nella Larsen,4.14,9780385721004,eng,278.0,824,59,Anchor Books,2001
